",""source"",""target"",""type"",""weight"""
"1170,""Enrique Iglesias"",""Descemer Bueno"",""undirected"",1.53846153846154"
"1171,""Enrique Iglesias"",""Zion & Lennox"",""undirected"",1.53846153846154"
"1172,""Descemer Bueno"",""Zion & Lennox"",""undirected"",1.53846153846154"
"1173,""Chayanne"",""Wisin"",""undirected"",1.33333333333333"
"1174,""DNCE"",""Nicki Minaj"",""undirected"",1.21212121212121"
"1175,""Gorillaz"",""D.R.A.M."",""undirected"",1.14285714285714"
"1176,""J Balvin"",""Pitbull"",""undirected"",1"
"1177,""J Balvin"",""Camila Cabello"",""undirected"",1"
"1178,""Pitbull"",""Camila Cabello"",""undirected"",1"
"1179,""J Balvin"",""Willy William"",""undirected"",40"
"1180,""Calvin Harris"",""Big Sean"",""undirected"",20"
"1181,""Calvin Harris"",""Katy Perry"",""undirected"",20"
"1182,""Calvin Harris"",""Pharrell Williams"",""undirected"",20"
"1183,""Big Sean"",""Katy Perry"",""undirected"",20"
"1184,""Big Sean"",""Pharrell Williams"",""undirected"",20"
"1185,""Katy Perry"",""Pharrell Williams"",""undirected"",20"
"1186,""Bruno Mars"",""David Guetta"",""undirected"",13.3333333333333"
"1187,""Nicky Jam"",""Wisin"",""undirected"",10"
"1188,""Maite Perroni"",""Cali y El Dandee"",""undirected"",4"
"1189,""David Guetta"",""Justin Bieber"",""undirected"",3.63636363636364"
"1190,""Wisin"",""Ozuna"",""undirected"",2.85714285714286"
"1191,""Luis Fonsi"",""Daddy Yankee"",""undirected"",2.5"
"1192,""The Vamps"",""Tini"",""undirected"",1.9047619047619"
"1193,""DJ Khaled"",""Chance The Rapper"",""undirected"",1.73913043478261"
"1194,""DJ Khaled"",""Justin Bieber"",""undirected"",1.73913043478261"
"1195,""DJ Khaled"",""Lil Wayne"",""undirected"",1.73913043478261"
"1196,""DJ Khaled"",""Quavo"",""undirected"",1.73913043478261"
"1197,""Chance The Rapper"",""Justin Bieber"",""undirected"",1.73913043478261"
"1198,""Chance The Rapper"",""Lil Wayne"",""undirected"",1.73913043478261"
"1199,""Chance The Rapper"",""Quavo"",""undirected"",1.73913043478261"
"1200,""Justin Bieber"",""Lil Wayne"",""undirected"",1.73913043478261"
"1201,""Justin Bieber"",""Quavo"",""undirected"",1.73913043478261"
"1202,""Lil Wayne"",""Quavo"",""undirected"",1.73913043478261"
"1203,""Big Sean"",""Coldplay"",""undirected"",1.66666666666667"
"1204,""Carlos Vives"",""Sebastián Yatra"",""undirected"",1.6"
"1205,""Jason Derülo"",""Nicki Minaj"",""undirected"",1.48148148148148"
"1206,""Jason Derülo"",""Ty Dolla $ign"",""undirected"",1.48148148148148"
"1207,""Nicki Minaj"",""Ty Dolla $ign"",""undirected"",1.48148148148148"
"1208,""Enrique Iglesias"",""Descemer Bueno"",""undirected"",1.42857142857143"
"1209,""Enrique Iglesias"",""Zion & Lennox"",""undirected"",1.42857142857143"
"1210,""Descemer Bueno"",""Zion & Lennox"",""undirected"",1.42857142857143"
"1211,""Chayanne"",""Wisin"",""undirected"",1.25"
"1212,""Gorillaz"",""D.R.A.M."",""undirected"",1.17647058823529"
"1213,""DNCE"",""Nicki Minaj"",""undirected"",1.14285714285714"
"1214,""J Balvin"",""Willy William"",""undirected"",40"
"1215,""Bruno Mars"",""David Guetta"",""undirected"",20"
"1216,""Calvin Harris"",""Big Sean"",""undirected"",13.3333333333333"
"1217,""Calvin Harris"",""Katy Perry"",""undirected"",13.3333333333333"
"1218,""Calvin Harris"",""Pharrell Williams"",""undirected"",13.3333333333333"
"1219,""Big Sean"",""Katy Perry"",""undirected"",13.3333333333333"
"1220,""Big Sean"",""Pharrell Williams"",""undirected"",13.3333333333333"
"1221,""Katy Perry"",""Pharrell Williams"",""undirected"",13.3333333333333"
"1222,""Nicky Jam"",""Wisin"",""undirected"",5.71428571428571"
"1223,""Maite Perroni"",""Cali y El Dandee"",""undirected"",4.44444444444444"
"1224,""David Guetta"",""Justin Bieber"",""undirected"",3.63636363636364"
"1225,""Luis Fonsi"",""Daddy Yankee"",""undirected"",2.5"
"1226,""Justin Bieber"",""BloodPop"",""undirected"",2.10526315789474"
"1227,""The Vamps"",""Tini"",""undirected"",2"
"1228,""Wisin"",""Ozuna"",""undirected"",1.81818181818182"
"1229,""DJ Khaled"",""Chance The Rapper"",""undirected"",1.73913043478261"
"1230,""DJ Khaled"",""Justin Bieber"",""undirected"",1.73913043478261"
"1231,""DJ Khaled"",""Lil Wayne"",""undirected"",1.73913043478261"
"1232,""DJ Khaled"",""Quavo"",""undirected"",1.73913043478261"
"1233,""Chance The Rapper"",""Justin Bieber"",""undirected"",1.73913043478261"
"1234,""Chance The Rapper"",""Lil Wayne"",""undirected"",1.73913043478261"
"1235,""Chance The Rapper"",""Quavo"",""undirected"",1.73913043478261"
"1236,""Justin Bieber"",""Lil Wayne"",""undirected"",1.73913043478261"
"1237,""Justin Bieber"",""Quavo"",""undirected"",1.73913043478261"
"1238,""Lil Wayne"",""Quavo"",""undirected"",1.73913043478261"
"1239,""Carlos Vives"",""Sebastián Yatra"",""undirected"",1.66666666666667"
"1240,""Big Sean"",""Coldplay"",""undirected"",1.42857142857143"
"1241,""Chayanne"",""Wisin"",""undirected"",1.29032258064516"
"1242,""Enrique Iglesias"",""Descemer Bueno"",""undirected"",1.25"
"1243,""Enrique Iglesias"",""Zion & Lennox"",""undirected"",1.25"
"1244,""Descemer Bueno"",""Zion & Lennox"",""undirected"",1.25"
"1245,""Gorillaz"",""D.R.A.M."",""undirected"",1.21212121212121"
"1246,""Jason Derülo"",""Nicki Minaj"",""undirected"",1.17647058823529"
"1247,""Jason Derülo"",""Ty Dolla $ign"",""undirected"",1.17647058823529"
"1248,""Nicki Minaj"",""Ty Dolla $ign"",""undirected"",1.17647058823529"
"1249,""DNCE"",""Nicki Minaj"",""undirected"",1.08108108108108"
"1250,""J Balvin"",""Willy William"",""undirected"",40"
"1251,""Calvin Harris"",""Big Sean"",""undirected"",20"
"1252,""Calvin Harris"",""Katy Perry"",""undirected"",20"
"1253,""Calvin Harris"",""Pharrell Williams"",""undirected"",20"
"1254,""Big Sean"",""Katy Perry"",""undirected"",20"
"1255,""Big Sean"",""Pharrell Williams"",""undirected"",20"
"1256,""Katy Perry"",""Pharrell Williams"",""undirected"",20"
"1257,""Bruno Mars"",""David Guetta"",""undirected"",10"
"1258,""Maite Perroni"",""Cali y El Dandee"",""undirected"",5"
"1259,""Nicky Jam"",""Wisin"",""undirected"",4.44444444444444"
"1260,""Justin Bieber"",""BloodPop"",""undirected"",3.07692307692308"
"1261,""David Guetta"",""Justin Bieber"",""undirected"",2.22222222222222"
"1262,""The Vamps"",""Tini"",""undirected"",2.10526315789474"
"1263,""Luis Fonsi"",""Daddy Yankee"",""undirected"",1.81818181818182"
"1264,""Carlos Vives"",""Sebastián Yatra"",""undirected"",1.73913043478261"
"1265,""Wisin"",""Ozuna"",""undirected"",1.6"
"1266,""DJ Khaled"",""Chance The Rapper"",""undirected"",1.48148148148148"
"1267,""DJ Khaled"",""Justin Bieber"",""undirected"",1.48148148148148"
"1268,""DJ Khaled"",""Lil Wayne"",""undirected"",1.48148148148148"
"1269,""DJ Khaled"",""Quavo"",""undirected"",1.48148148148148"
"1270,""Chance The Rapper"",""Justin Bieber"",""undirected"",1.48148148148148"
"1271,""Chance The Rapper"",""Lil Wayne"",""undirected"",1.48148148148148"
"1272,""Chance The Rapper"",""Quavo"",""undirected"",1.48148148148148"
"1273,""Justin Bieber"",""Lil Wayne"",""undirected"",1.48148148148148"
"1274,""Justin Bieber"",""Quavo"",""undirected"",1.48148148148148"
"1275,""Lil Wayne"",""Quavo"",""undirected"",1.48148148148148"
"1276,""Chayanne"",""Wisin"",""undirected"",1.29032258064516"
"1277,""Gorillaz"",""D.R.A.M."",""undirected"",1.21212121212121"
"1278,""Big Sean"",""Coldplay"",""undirected"",1.14285714285714"
"1279,""Enrique Iglesias"",""Descemer Bueno"",""undirected"",1.11111111111111"
"1280,""Enrique Iglesias"",""Zion & Lennox"",""undirected"",1.11111111111111"
"1281,""Descemer Bueno"",""Zion & Lennox"",""undirected"",1.11111111111111"
"1282,""DNCE"",""Nicki Minaj"",""undirected"",1.08108108108108"
"1283,""Calvin Harris"",""Big Sean"",""undirected"",40"
"1284,""Calvin Harris"",""Katy Perry"",""undirected"",40"
"1285,""Calvin Harris"",""Pharrell Williams"",""undirected"",40"
"1286,""Big Sean"",""Katy Perry"",""undirected"",40"
"1287,""Big Sean"",""Pharrell Williams"",""undirected"",40"
"1288,""Katy Perry"",""Pharrell Williams"",""undirected"",40"
"1289,""J Balvin"",""Willy William"",""undirected"",20"
"1290,""Maite Perroni"",""Cali y El Dandee"",""undirected"",8"
"1291,""Bruno Mars"",""David Guetta"",""undirected"",6.66666666666667"
"1292,""Nicky Jam"",""Wisin"",""undirected"",5"
"1293,""Justin Bieber"",""BloodPop"",""undirected"",3.07692307692308"
"1294,""Maroon 5"",""SZA"",""undirected"",2.10526315789474"
"1295,""Carlos Vives"",""Sebastián Yatra"",""undirected"",2"
"1296,""The Vamps"",""Tini"",""undirected"",1.81818181818182"
"1297,""David Guetta"",""Justin Bieber"",""undirected"",1.73913043478261"
"1298,""Wisin"",""Ozuna"",""undirected"",1.6"
"1299,""Jesse & Joy"",""Gente de Zona"",""undirected"",1.53846153846154"
"1300,""Luis Fonsi"",""Daddy Yankee"",""undirected"",1.37931034482759"
"1301,""DJ Khaled"",""Chance The Rapper"",""undirected"",1.25"
"1302,""DJ Khaled"",""Justin Bieber"",""undirected"",1.25"
"1303,""DJ Khaled"",""Lil Wayne"",""undirected"",1.25"
"1304,""DJ Khaled"",""Quavo"",""undirected"",1.25"
"1305,""Chance The Rapper"",""Justin Bieber"",""undirected"",1.25"
"1306,""Chance The Rapper"",""Lil Wayne"",""undirected"",1.25"
"1307,""Chance The Rapper"",""Quavo"",""undirected"",1.25"
"1308,""Justin Bieber"",""Lil Wayne"",""undirected"",1.25"
"1309,""Justin Bieber"",""Quavo"",""undirected"",1.25"
"1310,""Lil Wayne"",""Quavo"",""undirected"",1.25"
"1311,""Chayanne"",""Wisin"",""undirected"",1.14285714285714"
"1312,""Gorillaz"",""D.R.A.M."",""undirected"",1.11111111111111"
"1313,""Big Sean"",""Coldplay"",""undirected"",1.08108108108108"
"1314,""Enrique Iglesias"",""Descemer Bueno"",""undirected"",1"
"1315,""Enrique Iglesias"",""Zion & Lennox"",""undirected"",1"
"1316,""Descemer Bueno"",""Zion & Lennox"",""undirected"",1"
"1317,""J Balvin"",""Willy William"",""undirected"",20"
"1318,""Calvin Harris"",""Big Sean"",""undirected"",13.3333333333333"
"1319,""Calvin Harris"",""Katy Perry"",""undirected"",13.3333333333333"
"1320,""Calvin Harris"",""Pharrell Williams"",""undirected"",13.3333333333333"
"1321,""Big Sean"",""Katy Perry"",""undirected"",13.3333333333333"
"1322,""Big Sean"",""Pharrell Williams"",""undirected"",13.3333333333333"
"1323,""Katy Perry"",""Pharrell Williams"",""undirected"",13.3333333333333"
"1324,""Maite Perroni"",""Cali y El Dandee"",""undirected"",6.66666666666667"
"1325,""Bruno Mars"",""David Guetta"",""undirected"",5.71428571428571"
"1326,""Nicky Jam"",""Wisin"",""undirected"",5"
"1327,""Justin Bieber"",""BloodPop"",""undirected"",2.85714285714286"
"1328,""Maroon 5"",""SZA"",""undirected"",2.22222222222222"
"1329,""Carlos Vives"",""Sebastián Yatra"",""undirected"",1.9047619047619"
"1330,""Jesse & Joy"",""Gente de Zona"",""undirected"",1.66666666666667"
"1331,""David Guetta"",""Justin Bieber"",""undirected"",1.53846153846154"
"1332,""Luis Fonsi"",""Daddy Yankee"",""undirected"",1.42857142857143"
"1333,""Wisin"",""Ozuna"",""undirected"",1.37931034482759"
"1334,""The Vamps"",""Tini"",""undirected"",1.25"
"1335,""DJ Khaled"",""Chance The Rapper"",""undirected"",1.17647058823529"
"1336,""DJ Khaled"",""Justin Bieber"",""undirected"",1.17647058823529"
"1337,""DJ Khaled"",""Lil Wayne"",""undirected"",1.17647058823529"
"1338,""DJ Khaled"",""Quavo"",""undirected"",1.17647058823529"
"1339,""Chance The Rapper"",""Justin Bieber"",""undirected"",1.17647058823529"
"1340,""Chance The Rapper"",""Lil Wayne"",""undirected"",1.17647058823529"
"1341,""Chance The Rapper"",""Quavo"",""undirected"",1.17647058823529"
"1342,""Justin Bieber"",""Lil Wayne"",""undirected"",1.17647058823529"
"1343,""Justin Bieber"",""Quavo"",""undirected"",1.17647058823529"
"1344,""Lil Wayne"",""Quavo"",""undirected"",1.17647058823529"
"1345,""Gorillaz"",""D.R.A.M."",""undirected"",1.14285714285714"
"1346,""Chayanne"",""Wisin"",""undirected"",1.11111111111111"
"1347,""Enrique Iglesias"",""Descemer Bueno"",""undirected"",1.05263157894737"
"1348,""Enrique Iglesias"",""Zion & Lennox"",""undirected"",1.05263157894737"
"1349,""Descemer Bueno"",""Zion & Lennox"",""undirected"",1.05263157894737"
"1350,""J Balvin"",""Willy William"",""undirected"",20"
"1351,""Calvin Harris"",""Big Sean"",""undirected"",10"
"1352,""Calvin Harris"",""Katy Perry"",""undirected"",10"
"1353,""Calvin Harris"",""Pharrell Williams"",""undirected"",10"
"1354,""Big Sean"",""Katy Perry"",""undirected"",10"
"1355,""Big Sean"",""Pharrell Williams"",""undirected"",10"
"1356,""Katy Perry"",""Pharrell Williams"",""undirected"",10"
"1357,""Nicky Jam"",""Wisin"",""undirected"",6.66666666666667"
"1358,""Maite Perroni"",""Cali y El Dandee"",""undirected"",5.71428571428571"
"1359,""Bruno Mars"",""David Guetta"",""undirected"",5"
"1360,""Justin Bieber"",""BloodPop"",""undirected"",3.33333333333333"
"1361,""Maroon 5"",""SZA"",""undirected"",2.66666666666667"
"1362,""Carlos Vives"",""Sebastián Yatra"",""undirected"",2.22222222222222"
"1363,""Jesse & Joy"",""Gente de Zona"",""undirected"",1.48148148148148"
"1364,""David Guetta"",""Justin Bieber"",""undirected"",1.42857142857143"
"1365,""Luis Fonsi"",""Daddy Yankee"",""undirected"",1.37931034482759"
"1366,""Wisin"",""Ozuna"",""undirected"",1.29032258064516"
"1367,""Gorillaz"",""D.R.A.M."",""undirected"",1.17647058823529"
"1368,""DJ Khaled"",""Chance The Rapper"",""undirected"",1.14285714285714"
"1369,""DJ Khaled"",""Justin Bieber"",""undirected"",1.14285714285714"
"1370,""DJ Khaled"",""Lil Wayne"",""undirected"",1.14285714285714"
"1371,""DJ Khaled"",""Quavo"",""undirected"",1.14285714285714"
"1372,""Chance The Rapper"",""Justin Bieber"",""undirected"",1.14285714285714"
"1373,""Chance The Rapper"",""Lil Wayne"",""undirected"",1.14285714285714"
"1374,""Chance The Rapper"",""Quavo"",""undirected"",1.14285714285714"
"1375,""Justin Bieber"",""Lil Wayne"",""undirected"",1.14285714285714"
"1376,""Justin Bieber"",""Quavo"",""undirected"",1.14285714285714"
"1377,""Lil Wayne"",""Quavo"",""undirected"",1.14285714285714"
"1378,""The Vamps"",""Tini"",""undirected"",1.08108108108108"
"1379,""Enrique Iglesias"",""Descemer Bueno"",""undirected"",1.05263157894737"
"1380,""Enrique Iglesias"",""Zion & Lennox"",""undirected"",1.05263157894737"
"1381,""Descemer Bueno"",""Zion & Lennox"",""undirected"",1.05263157894737"
"1382,""Chayanne"",""Wisin"",""undirected"",1.02564102564103"
"1383,""J Balvin"",""Willy William"",""undirected"",20"
"1384,""Calvin Harris"",""Big Sean"",""undirected"",10"
"1385,""Calvin Harris"",""Katy Perry"",""undirected"",10"
"1386,""Calvin Harris"",""Pharrell Williams"",""undirected"",10"
"1387,""Big Sean"",""Katy Perry"",""undirected"",10"
"1388,""Big Sean"",""Pharrell Williams"",""undirected"",10"
"1389,""Katy Perry"",""Pharrell Williams"",""undirected"",10"
"1390,""Bruno Mars"",""David Guetta"",""undirected"",4.44444444444444"
"1391,""Maite Perroni"",""Cali y El Dandee"",""undirected"",4"
"1392,""Carlos Vives"",""Sebastián Yatra"",""undirected"",3.33333333333333"
"1393,""Maroon 5"",""SZA"",""undirected"",2.66666666666667"
"1394,""Justin Bieber"",""BloodPop"",""undirected"",2.10526315789474"
"1395,""Nicky Jam"",""Wisin"",""undirected"",1.9047619047619"
"1396,""Jesse & Joy"",""Gente de Zona"",""undirected"",1.66666666666667"
"1397,""Luis Fonsi"",""Daddy Yankee"",""undirected"",1.6"
"1398,""Wisin"",""Ozuna"",""undirected"",1.29032258064516"
"1399,""David Guetta"",""Justin Bieber"",""undirected"",1.25"
"1400,""Chayanne"",""Wisin"",""undirected"",1.21212121212121"
"1401,""DJ Khaled"",""Chance The Rapper"",""undirected"",1.14285714285714"
"1402,""DJ Khaled"",""Justin Bieber"",""undirected"",1.14285714285714"
"1403,""DJ Khaled"",""Lil Wayne"",""undirected"",1.14285714285714"
"1404,""DJ Khaled"",""Quavo"",""undirected"",1.14285714285714"
"1405,""Chance The Rapper"",""Justin Bieber"",""undirected"",1.14285714285714"
"1406,""Chance The Rapper"",""Lil Wayne"",""undirected"",1.14285714285714"
"1407,""Chance The Rapper"",""Quavo"",""undirected"",1.14285714285714"
"1408,""Justin Bieber"",""Lil Wayne"",""undirected"",1.14285714285714"
"1409,""Justin Bieber"",""Quavo"",""undirected"",1.14285714285714"
"1410,""Lil Wayne"",""Quavo"",""undirected"",1.14285714285714"
"1411,""Enrique Iglesias"",""Descemer Bueno"",""undirected"",1.05263157894737"
"1412,""Enrique Iglesias"",""Zion & Lennox"",""undirected"",1.05263157894737"
"1413,""Descemer Bueno"",""Zion & Lennox"",""undirected"",1.05263157894737"
"1414,""Gorillaz"",""D.R.A.M."",""undirected"",1.02564102564103"
"1415,""J Balvin"",""Willy William"",""undirected"",40"
"1416,""Calvin Harris"",""Big Sean"",""undirected"",13.3333333333333"
"1417,""Calvin Harris"",""Katy Perry"",""undirected"",13.3333333333333"
"1418,""Calvin Harris"",""Pharrell Williams"",""undirected"",13.3333333333333"
"1419,""Big Sean"",""Katy Perry"",""undirected"",13.3333333333333"
"1420,""Big Sean"",""Pharrell Williams"",""undirected"",13.3333333333333"
"1421,""Katy Perry"",""Pharrell Williams"",""undirected"",13.3333333333333"
"1422,""Carlos Vives"",""Sebastián Yatra"",""undirected"",5.71428571428571"
"1423,""Maite Perroni"",""Cali y El Dandee"",""undirected"",5"
"1424,""Shakira"",""Nicky Jam"",""undirected"",4"
"1425,""Bruno Mars"",""David Guetta"",""undirected"",3.63636363636364"
"1426,""Nicky Jam"",""Wisin"",""undirected"",2.35294117647059"
"1427,""Maroon 5"",""SZA"",""undirected"",2.22222222222222"
"1428,""Joey Montana"",""Sebastián Yatra"",""undirected"",2"
"1429,""Justin Bieber"",""BloodPop"",""undirected"",1.73913043478261"
"1430,""Luis Fonsi"",""Daddy Yankee"",""undirected"",1.6"
"1431,""Jesse & Joy"",""Gente de Zona"",""undirected"",1.37931034482759"
"1432,""Wisin"",""Ozuna"",""undirected"",1.14285714285714"
"1433,""Chayanne"",""Wisin"",""undirected"",1.08108108108108"
"1434,""Enrique Iglesias"",""Descemer Bueno"",""undirected"",1.05263157894737"
"1435,""Enrique Iglesias"",""Zion & Lennox"",""undirected"",1.05263157894737"
"1436,""Descemer Bueno"",""Zion & Lennox"",""undirected"",1.05263157894737"
"1437,""J Balvin"",""Willy William"",""undirected"",40"
"1438,""Calvin Harris"",""Big Sean"",""undirected"",10"
"1439,""Calvin Harris"",""Katy Perry"",""undirected"",10"
"1440,""Calvin Harris"",""Pharrell Williams"",""undirected"",10"
"1441,""Big Sean"",""Katy Perry"",""undirected"",10"
"1442,""Big Sean"",""Pharrell Williams"",""undirected"",10"
"1443,""Katy Perry"",""Pharrell Williams"",""undirected"",10"
"1444,""Carlos Vives"",""Sebastián Yatra"",""undirected"",6.66666666666667"
"1445,""Maite Perroni"",""Cali y El Dandee"",""undirected"",5.71428571428571"
"1446,""Shakira"",""Nicky Jam"",""undirected"",5"
"1447,""Bruno Mars"",""David Guetta"",""undirected"",4.44444444444444"
"1448,""Joey Montana"",""Sebastián Yatra"",""undirected"",4"
"1449,""Maroon 5"",""SZA"",""undirected"",2.35294117647059"
"1450,""Nicky Jam"",""Wisin"",""undirected"",1.9047619047619"
"1451,""Justin Bieber"",""BloodPop"",""undirected"",1.53846153846154"
"1452,""Luis Fonsi"",""Daddy Yankee"",""undirected"",1.42857142857143"
"1453,""Jesse & Joy"",""Gente de Zona"",""undirected"",1.29032258064516"
"1454,""Wisin"",""Ozuna"",""undirected"",1.11111111111111"
"1455,""Chayanne"",""Wisin"",""undirected"",1.02564102564103"
"1456,""Enrique Iglesias"",""Descemer Bueno"",""undirected"",1"
"1457,""Enrique Iglesias"",""Zion & Lennox"",""undirected"",1"
"1458,""Descemer Bueno"",""Zion & Lennox"",""undirected"",1"
"1459,""J Balvin"",""Willy William"",""undirected"",20"
"1460,""Calvin Harris"",""Big Sean"",""undirected"",10"
"1461,""Calvin Harris"",""Katy Perry"",""undirected"",10"
"1462,""Calvin Harris"",""Pharrell Williams"",""undirected"",10"
"1463,""Big Sean"",""Katy Perry"",""undirected"",10"
"1464,""Big Sean"",""Pharrell Williams"",""undirected"",10"
"1465,""Katy Perry"",""Pharrell Williams"",""undirected"",10"
"1466,""Shakira"",""Nicky Jam"",""undirected"",8"
"1467,""Carlos Vives"",""Sebastián Yatra"",""undirected"",6.66666666666667"
"1468,""Becky G"",""Bad Bunny"",""undirected"",5"
"1469,""Joey Montana"",""Sebastián Yatra"",""undirected"",4.44444444444444"
"1470,""Maite Perroni"",""Cali y El Dandee"",""undirected"",4"
"1471,""Bruno Mars"",""David Guetta"",""undirected"",3.33333333333333"
"1472,""Maroon 5"",""SZA"",""undirected"",2.35294117647059"
"1473,""Nicky Jam"",""Wisin"",""undirected"",1.81818181818182"
"1474,""Justin Bieber"",""BloodPop"",""undirected"",1.53846153846154"
"1475,""Luis Fonsi"",""Daddy Yankee"",""undirected"",1.42857142857143"
"1476,""Jesse & Joy"",""Gente de Zona"",""undirected"",1.17647058823529"
"1477,""Chayanne"",""Wisin"",""undirected"",1.05263157894737"
"1478,""Enrique Iglesias"",""Descemer Bueno"",""undirected"",1.02564102564103"
"1479,""Enrique Iglesias"",""Zion & Lennox"",""undirected"",1.02564102564103"
"1480,""Descemer Bueno"",""Zion & Lennox"",""undirected"",1.02564102564103"
"1481,""Becky G"",""Bad Bunny"",""undirected"",40"
"1482,""J Balvin"",""Willy William"",""undirected"",13.3333333333333"
"1483,""Joey Montana"",""Sebastián Yatra"",""undirected"",8"
"1484,""Shakira"",""Nicky Jam"",""undirected"",6.66666666666667"
"1485,""Calvin Harris"",""Big Sean"",""undirected"",5.71428571428571"
"1486,""Calvin Harris"",""Katy Perry"",""undirected"",5.71428571428571"
"1487,""Calvin Harris"",""Pharrell Williams"",""undirected"",5.71428571428571"
"1488,""Big Sean"",""Katy Perry"",""undirected"",5.71428571428571"
"1489,""Big Sean"",""Pharrell Williams"",""undirected"",5.71428571428571"
"1490,""Katy Perry"",""Pharrell Williams"",""undirected"",5.71428571428571"
"1491,""Carlos Vives"",""Sebastián Yatra"",""undirected"",5"
"1492,""Maite Perroni"",""Cali y El Dandee"",""undirected"",4.44444444444444"
"1493,""Sebastián Yatra"",""Dálmata"",""undirected"",3.63636363636364"
"1494,""Bruno Mars"",""David Guetta"",""undirected"",3.07692307692308"
"1495,""Maroon 5"",""SZA"",""undirected"",2.85714285714286"
"1496,""Nacho"",""Tini"",""undirected"",2.5"
"1497,""Nicky Jam"",""Wisin"",""undirected"",1.81818181818182"
"1498,""Miranda!"",""Jesús Navarro"",""undirected"",1.66666666666667"
"1499,""Justin Bieber"",""BloodPop"",""undirected"",1.29032258064516"
"1500,""Luis Fonsi"",""Daddy Yankee"",""undirected"",1.25"
"1501,""Jesse & Joy"",""Gente de Zona"",""undirected"",1.14285714285714"
"1502,""Chayanne"",""Wisin"",""undirected"",1"
